"overnight_category"	"fuel_1_general"	"year"	"capacity_mw"	"n"	"avg_size_mw"	"avg_age"	"heat_rate"	"capacity.factor.avg"	"efficiency"	"pred.heat.rate"	"fuel.price"	"adj.fuel.price"
"steam turbine"	"natural gas"	1999	0	NA	NA	NA	NA	0.218578597680353	NA	11679.9708706922	2.57	30.017525137679
"steam turbine"	"natural gas"	2000	0	NA	NA	NA	NA	NA	NA	11667.4423215788	4.3	50.1700019827888
"steam turbine"	"natural gas"	2001	294.58	7	42.0828571428571	0	10883.2629911139	0.287048079451721	NA	11659.9873515498	4.49	52.3533432084586
"steam turbine"	"natural gas"	2002	98.6	3	32.8666666666667	0	11264.2274832816	0.254001587924304	NA	11657.6059606052	3.68	42.8999899350272
"steam turbine"	"natural gas"	2003	686.8	6	114.466666666667	0	11178.2540270972	0.200584222264883	NA	11660.2981487451	5.59	65.1810666514849
"steam turbine"	"natural gas"	2004	0	NA	NA	NA	11951.6690412057	0.211135715444568	NA	11668.0639159693	6.15	71.7585930832114
"steam turbine"	"natural gas"	2005	0	NA	NA	NA	11789.5314599648	0.215341489241376	NA	11680.903262278	8.32	97.1851151421532
"steam turbine"	"natural gas"	2006	41.4	3	13.8	0	11852.9193336819	0.206708080067499	NA	11698.8161876711	7.36	86.1032871412596
"steam turbine"	"natural gas"	2007	0	NA	NA	NA	12030.0426029317	0.204954089145545	NA	11721.8026921487	7.47	87.5618661103506
"steam turbine"	"natural gas"	2008	0	NA	NA	NA	12016.3520234278	0.190621828384624	NA	11749.8627757106	9.22	108.333734792052
"steam turbine"	"natural gas"	2009	0	NA	NA	NA	12465.5369585401	0.17445176355355	NA	11782.996438357	5.5	64.8064804109636
"steam turbine"	"natural gas"	2010	0	NA	NA	NA	11979.6732168547	0.198005487224121	NA	11821.2036800878	5.43	64.1891359828769
"steam turbine"	"natural gas"	2011	0.7	1	0.7	0	12170.0326220739	0.19636901079712	NA	11864.4845009031	5	59.3224225045153
"steam turbine"	"natural gas"	2012	24	1	24	0	11877.5290040869	0.198092059775464	NA	11912.8389008027	3.74	44.5540174890021
"steam turbine"	"natural gas"	2013	19.3	2	9.65	0	11379.311827905	0.208839762109374	NA	11966.2668797868	4.49	53.7285382902426
"steam turbine"	"natural gas"	2014	0	NA	NA	NA	11710.9357082834	0.192798775333371	NA	12024.7684378553	5.17	62.1680528237117
"steam turbine"	"oil"	1990	0	NA	NA	NA	12025.359223301	0.245992515595867	NA	11896.1220750522	NA	NA
"steam turbine"	"oil"	1991	0	NA	NA	NA	11961.2191780822	0.229383639423183	NA	12093.6525658931	2.548	30.8146267378956
"steam turbine"	"oil"	1992	72	1	72	0	11806.3228346457	0.223669288427111	NA	12181.6360589358	2.551	31.0753535863451
"steam turbine"	"oil"	1993	0	NA	NA	NA	12788.2410714286	0.241101229957886	NA	12160.0725541802	2.433	29.5854565243205
"steam turbine"	"oil"	1994	0	NA	NA	NA	11782.1125	0.217546992813672	NA	12028.9620516265	2.488	29.9280575844467
"steam turbine"	"oil"	1995	0	NA	NA	NA	11785.495049505	0.235243496072175	NA	11788.3045512746	2.679	31.5808678928645
"steam turbine"	"oil"	1996	0	NA	NA	NA	NA	0.349893715410947	NA	11438.1000531244	3.16	36.1443961678732
"steam turbine"	"oil"	1997	0	NA	NA	NA	NA	0.246549651512186	NA	10978.3485571761	2.88	31.6176438446672
"steam turbine"	"oil"	1998	0	NA	NA	NA	NA	0.268421316119817	NA	10409.0500634296	2.14	22.2753671357393
"steam turbine"	"oil"	1999	0	NA	NA	NA	NA	0.247949190073866	NA	9730.20457188488	2.53	24.6174175668687
"steam turbine"	"oil"	2000	0	NA	NA	NA	NA	NA	NA	8941.81208254197	4.45	39.7910637673118
"steam turbine"	"oil"	2001	0	NA	NA	NA	NA	0.295349884515973	NA	8043.87259540087	3.92	31.5319805739714
"steam turbine"	"oil"	2002	3	1	3	0	NA	0.272151562721148	NA	7036.38611046156	3.74	26.3160840531262
"steam turbine"	"oil"	2003	0	NA	NA	NA	NA	0.284887613288959	NA	5919.35262772407	4.68	27.7025702977486
"steam turbine"	"oil"	2004	35.6	4	8.9	0	NA	0.283982030771482	NA	4692.77214718837	4.8	22.5253063065042
"steam turbine"	"oil"	2005	0	NA	NA	NA	NA	0.332625809249655	NA	3356.64466885448	7.17	24.0671422756866
"steam turbine"	"oil"	2006	0	NA	NA	NA	NA	0.297207787520951	NA	1910.9701927224	8.33	15.9183817053776
"steam turbine"	"oil"	2007	1.5	1	1.5	0	NA	0.288146736070833	NA	355.748718792118	9.24	3.28711816163917
"steam turbine"	"oil"	2008	0	NA	NA	NA	NA	0.275384025081407	NA	-1309.01975293636	15.72	-20.5777905161596
"steam turbine"	"oil"	2009	0	NA	NA	NA	NA	0.240862695458472	NA	-3083.33522246303	10.44	-32.1900197225141
"steam turbine"	"oil"	2010	0	NA	NA	NA	NA	0.250532059607583	NA	-4967.1976897879	13.94	-69.2427357956434
"steam turbine"	"oil"	2011	0	NA	NA	NA	NA	0.238404379567429	NA	-6960.60715491097	20.3	-141.300325244693
"steam turbine"	"oil"	2012	0	NA	NA	NA	NA	0.241296751111847	NA	-9063.56361783223	22.11	-200.395391590271
"steam turbine"	"oil"	2013	0	NA	NA	NA	NA	0.218603572559068	NA	-11276.0670785517	21.09	-237.812254686655
"steam turbine"	"oil"	2014	0	NA	NA	NA	NA	0.230701961924959	NA	-13598.1175370693	19.9	-270.60253898768
"wind"	"wind"	1990	0	NA	NA	NA	NA	0.0300954753009548	NA	4516.34170335953	NA	NA
"wind"	"wind"	1991	0	NA	NA	NA	NA	0.0160695468914647	NA	4694.35753415859	NA	NA
"wind"	"wind"	1992	0	NA	NA	NA	NA	0.123151772124375	NA	4866.72691324402	NA	NA
"wind"	"wind"	1993	0.08	1	0.08	0	NA	0.0391323430894685	NA	5033.44984061581	NA	NA
"wind"	"wind"	1994	6.8	1	6.8	0	NA	0.0363077118214104	NA	5194.52631627396	NA	NA
"wind"	"wind"	1995	0	NA	NA	NA	NA	0.112281762019876	NA	5349.95634021848	NA	NA
"wind"	"wind"	1996	0	NA	NA	NA	NA	0.181251678753693	NA	5499.73991244936	NA	NA
"wind"	"wind"	1997	6.05	1	6.05	0	NA	0.0666842935804459	NA	5643.87703296661	NA	NA
"wind"	"wind"	1998	0	NA	NA	NA	NA	0.033981332258931	NA	5782.36770177022	NA	NA
"wind"	"wind"	1999	16.79	10	1.679	0	NA	0.0220420359924792	NA	5915.2119188602	NA	NA
"wind"	"wind"	2000	3.3	5	0.66	0	NA	NA	NA	6042.40968423654	NA	NA
"wind"	"wind"	2001	1469.94	74	19.8640540540541	0	NA	0.218743266997204	NA	6163.96099789925	NA	NA
"wind"	"wind"	2002	682.2	17	40.1294117647059	0	NA	0.28229911271104	NA	6279.86585984832	NA	NA
"wind"	"wind"	2003	1536.47	43	35.7318604651163	0	NA	0.247429716103807	NA	6390.12427008375	NA	NA
"wind"	"wind"	2004	386.45	14	27.6035714285714	0	NA	0.222023217470676	NA	6494.73622860555	NA	NA
"wind"	"wind"	2005	2146.17	28	76.6489285714286	0	NA	0.244047872220331	NA	6593.70173541371	NA	NA
"wind"	"wind"	2006	2641.35	53	49.8367924528302	0	NA	0.249288515241126	NA	6687.02079050824	NA	NA
"wind"	"wind"	2007	5193.2	48	108.191666666667	0	7127.05249285917	0.25579466885593	NA	6774.69339388913	NA	NA
"wind"	"wind"	2008	8089.7	101	80.0960396039604	0	6211.98986798927	0.260977008557793	NA	6856.71954555639	NA	NA
"wind"	"wind"	2009	9410.3	120	78.4191666666667	0	7087.64238292154	0.244801727729572	NA	6933.09924551001	NA	NA
"wind"	"wind"	2010	4545.2	69	65.8724637681159	0	7071.00355914868	0.263330958703639	NA	7003.83249375	NA	NA
"wind"	"wind"	2011	6192.4	91	68.0483516483516	0	7153.58609490383	0.277400869541024	NA	7068.91929027635	NA	NA
"wind"	"wind"	2012	12884.8	149	86.4751677852349	0	7197.30553983525	0.263578440719429	NA	7128.35963508906	NA	NA
"wind"	"wind"	2013	859.1	22	39.05	0	7150.7257287734	0.291637288842353	NA	7182.15352818814	NA	NA
"wind"	"wind"	2014	4594.5	50	91.89	0	7178.77243540152	0.299390265228281	NA	7230.30096957358	NA	NA
